state,zipcode,purchases,sex,golf,travel,fashion,outdoors,technology,economic class,offer,exposure id
LA,84579,8189.11,M,0,1,0,0,0,Working,PurpleBear,b'\x1c\x11\xae\xae+?\x04\xefv\xfb\x8d\x7f\xca\xd9\x81\x9c\x1cJy\xfc\x9c\xe1\xa4\xf6\xa5c\x0b\x8ch\xd5\x17\x98'
TX,1159,11071.57,F,1,0,1,1,0,Affluent,YellowSeal,b'\x9a\xa4v%\x87i\xa3k\xbaG|7\x93\x82\xb5\xdc\xa2C\xd2\xec%\x86\xa9l\xe7\xea\xc6F\x949\xf5q'
CO,96107,6355.49,F,0,1,0,0,0,Poor,PurpleBear,b'/k2\x12n\xeb=o4\xc8sC38z\xdf\x07\x8bv\xa8\t\x15\xf3/N\x8b \xa0\xad\x9e0\xee'
UT,60517,5992.09,F,0,1,0,0,0,Middle,GreenLemur,b'\xde\x10\xa3\xfa\xee\x10\xcaT\x83\xae\x95\xa1\xec1\xd8\xd7\xc3+^j\xc2:\xd6\xf9|\x17\xb1\\q\xfd\xa3.'
DE,39202,1080.72,M,0,0,0,0,0,Affluent,YellowSeal,"b'Zz\x17\x06C,Tm\x1cUU\xab\xd7\x8a<\x96U\xeb\xc6\x87|!q\xadC\xf3\x16\xd9\xb8,\rO'"
MT,50993,7569.37,F,1,1,0,0,0,Affluent,PurpleBear,"b""\xc2\x81\x02\xf21\x7f?\xb5\x13BG',=Yf\x028\xa8\x7f\x1d>\x8e9\xff\xec(\x00\xabT\x04\xe0"""
MS,41728,9684.22,M,0,1,0,0,0,Affluent,PurpleBear,b'n\x1fr4\xad4\xbf\xcay\xe9\x93\xa7\xfd\xb2\x8c\xe8q\xc4\x94~\x9a\t\xbf\xa0\x8b}\xd8\xb7\xef\xc0\xc5\x8d'
OK,66349,1391.83,F,0,0,0,0,0,Affluent,RedMouse,b'\xc8R\xaf\xa2\x18\xf8)r\n\xa9\xacB\xd65\x99Y<\xc2\xce\xff\xe01O;\\\x0f\xc6\xe8\xc7C\x92\x86'
OH,60484,8650.27,M,0,0,1,0,0,Middle,BlueElephant,b'\xb1`\xd8\xea2w\x1b\x10n}{\x0e\xf7B\xdf\xf0\xa2\x10\xa4\x95\x8c\n\x1a9\x95g\xf3=%\x87\xb3\xb6'
OH,86072,8300.53,F,0,1,0,1,0,Affluent,GreenLemur,"b'\x83\xf7H,CN9\x14\x94\xd7\xff~\xd5w\xc9\xaf\x07T\xea4\xc9\x1b\xba\xf0\x05\xfe\xf25C \x1f\xb9'"
FM,25895,5769.68,M,0,1,0,0,0,Middle,BlueElephant,b';a\xef\x1e2\xe8\xca\xeaZ\xd8o\x0f\x88|`f\x93z\xa7hVb\xf6ZB\xee0\xb9\x83\x80\xcc\xa1'
MT,70639,1706.6,F,0,0,0,0,0,Affluent,YellowSeal,b'\xa2)\x7f5\x88\xd9w\x9dM\x80\x89\x80%y\xb5\xc4w\x9eH4\x0e7\x84\x81E(\xbe\x90\xaa\xbdW\xb1'
SD,52982,13594.29,F,0,0,0,0,0,Middle,BlueElephant,b'\xa0f\x98\xc5PGh\x00\x1c\x1b\xd2\xf3\xef4\xa8oW3p\xe2Ka\xbf3\x19\xa9_\xa4\x1dK\x0e\x9b'
FL,50827,1490.32,F,0,0,0,1,0,Affluent,PurpleBear,"b'\xb3\xaf\xd5\xb6,\xcd\xbb7\xce\xb2\xd0\xcb\x0c\xe7\x86h2\\?\r\xe6Dv\xce\xa3\xb3\xa6\xb6\xba\xd8q\xc9'"
HI,72759,14189.08,F,0,0,0,0,0,Poor,RedMouse,b'wiLc\x93\x03\x16g3nZFV\xad7Y\xf60<C\xde\x1feY\xa3\xa6\x03\xe9\x08\xff\x03\xf8'
KS,72335,1543.6,M,0,0,0,0,0,Working,YellowSeal,b'0\xa5\xc99m\x06\x11e\x87!\xad\xa2\xd5^\x89\x16\xb1(\xb6 \xf9p\xb6\x14\xffr\xc4w\xda\x1d\xe6\xd4'
MS,50155,14103.92,F,0,0,0,0,0,Middle,BlueElephant,"b'e\x91E\x1d\xf1$\x83\x8a\x0f\x1a""\xa0\xf5\xe1\x07p\xb7C\xffd\xbe/\xed\x85#\xfe\x9d\xe6\xec\xf3,l'"
TX,22238,11587.07,M,0,0,1,0,0,Middle,PurpleBear,b'?\x11\x97\xe0\xea\xf1\xe7\xe7\xbc\xdc\xc7\x7f\x8fs\x87\xe4\xf9\x1a\xe2\xc6\x9c\xb1Q\xfe\xbf\xe9(\xe8\xbd\x1fS\xe3'
WA,18201,13419.49,M,0,0,0,0,0,Middle,GreenLemur,b'\xf1I\x9b\xef\xca\xef\xf7\xb3\x19\xa3\xb3\xbd\xca\xd9\xd9~\xf9\xb5\xc3\x15\x80\x86\xb3$Y\xc1\xfa\xa6\xe8\x7f\x1f\x8e'
PA,5964,1016.03,F,0,1,0,1,0,Working,PurpleBear,b'\r\x13\xf2\x0e\xfc\xc4q\x91\xbf\xca\x15\xffV\xcc]H%P&\xa3M\xb3\\6\x909Ri\xb0\xf3u\r'
CO,93659,7984.55,F,0,0,1,1,0,Middle,PurpleBear,b'\r[|\x98\xe3&y`\xf6k\xcf6+\x13\x8e\xd2\xab\xe7\x03*\x04p\x95\xc8\xb9\xe8\x1c\x01\x14\x9fj\xf1'
NC,69981,5501.64,F,0,0,0,0,0,Affluent,RedMouse,b'\x0e&:!\xb5\xb8+\xb3Z\xf8\x81:\x86\xc7\xcb_]\xc5\x8a?\x88\xcf\x0c\x1el\xab\xf5\xcf\x95\xac\xe1\xe4'
NE,72663,6582.92,M,0,0,0,0,0,Affluent,GreenLemur,"b'\x1c\xd9\xe3\xc7!-R\x10\xa7\x0f\xfb{w0*\x07\xe7\x7f\x8d\xb1w\xae@,\xa3\xceA\xc6k\xf7\xd2\xc3'"
VI,32375,10807.57,F,0,1,0,0,0,Poor,PurpleBear,b'WOM\xb9\xae\xfa\x08\xc6\xfe\x1d\xd8+\x03\x8d\x05\x85\xdc\\\xc5>\xa5\x86\xcbD#\xd7\x1c\xe7\x8d\x0f\xb2\x15'
MP,94536,7328.08,F,0,0,1,0,0,Working,BlueElephant,b'\xe2\xef\x1f.\x18\xa6&\xbbG\xa5\xd2\xc9\xba\xb8~~\xd2\x17\xfa\xf4\x0b\xe8\xba\x9f#\xa6x\xc4\xbbg\xf6\x1a'
TN,66566,10587.49,F,0,1,0,1,0,Affluent,YellowSeal,b'\xbfC\xc7\x15\xcbB.V\xf5R\x1aj\xa7\xec\xa0a\xb7\xcf\xa3\x8c\x00\xe0(<\x8a\xd4i\x07\x16\xe2\n\xb2'
AK,75939,8114.49,M,0,0,0,0,0,Affluent,PurpleBear,b'\x97\xb3\x0cn\x18N@\x83\xeb\xfd5\xf5\xbd\xa8\xb4\xbf\xfe\x13\x1f7\xc8mo\xf2\xa3%1\xc4G\xba\t\xb8'
IN,34028,12249.83,F,0,1,0,0,1,Affluent,PurpleBear,"b'It\xf1_\xabB\x0caq\xc0\xa3\x06\xae\xba\xea:\x13\xbe\x86,)\xe1\x98\x089\x9b\xd9u\xa0\x8d\nH'"
MT,46896,9742.2,F,0,0,1,0,0,Working,RedMouse,b'xq.\xe5\xcf\xe6\x07\x85\xa9\xc3\xaf\x11\x12\t\x01\xe4\xa7=\x9f-\xaa#\x05m\xc4#\xf4I\x01\xca\xa9\xaf'
UT,27550,1986.31,F,0,0,0,1,0,Destitute,RedMouse,b'#j\xb8\x01i]\xb7\x86%\x10\xe2\xfb\xef\x1d;D*37u\x19\xeb\x85;\xbe\x85\xb6uX\xa7{\xf3'
OR,76107,10203.8,M,0,1,0,0,0,Destitute,RedMouse,b'\x1f{{\xde\x00B\x81(\xb7\x066\xd8\x1d4\xd1r\x82\x9a~K\x91*\xf8\xac\xf9TL\xc9/r\xca\x01'
KY,74193,11064.79,F,0,1,0,1,0,Working,RedMouse,b'\xaaw\xec_\xffP\x9b\xfdZo\xc8\xee\xd0\xae\x8c\x18h\x9f\x1f\xf9\xf1\x7f\x02\x1d\xadt\xda9\xd3\xc1\xde\x1d'
NE,35419,2829.52,M,0,0,1,0,0,Affluent,YellowSeal,b'(\x19%h\xb22\xac\x0fc\xd0[\x19\x98\xce\xb10@=\xc0\xe0\xa9\xc6\x1b\x9c]\xfe\xf6+\x0b\x07\x14\\'
PA,38791,6575.02,F,0,1,0,0,0,Working,GreenLemur,"b'\\q!\x0c\xfd\x85\x90\xcc\xbeN\x84\xdbv\x99?\x0f,\xfc\x875\x9fs\x19\xf3\xed\xa4\n\x13\x07\x90\xd8\xfe'"
OR,16613,10352.71,F,0,0,1,0,0,Middle,PurpleBear,b'W\xab\x1b\xa5\x19t\x1elI\xef\x04\xdf\x1d\xe8pU\x83\n\xe3X\xce\x97\xf1C\xe9\xb3\x8eL/\x8eN\x16'
AK,47775,10407.59,F,0,1,0,0,1,Affluent,GreenLemur,b'\xc0\xe2i\xe6\xe6}\x16\xd7\xf3D\x95\x92\xae\x15\x1b\x8d/\xfeS;\x11\xc3/\xe5\xfb\xabZ\xf1^\x92\xc2\x05'
MO,9220,9633.64,M,0,0,1,0,0,Working,BlueElephant,b'X\x0f<\x0c\xd3\xd7\xe8\xae\xa4<X\xd1o\xf3T\xe5\x89V\xceW5p\x84\x94\\\xa0\xf68\xc1\x0b\xb47'
ND,24393,816.13,M,0,0,1,0,0,Working,BlueElephant,"b'E\xf5\xdd\x7f\x8c\xba\xdb)\x94\xce\xc0\xc0\xf2""\'4\xc6\xf93\x8a\x1f\x81\xb8\xe1\xb1\x05\xe7M\xd1\xfb\xd4\xcc'"
WA,97676,9350.68,F,0,1,0,0,0,Working,BlueElephant,b'\xef\x04\xd8\xd1\xd9\xf4\xf2JM_=|\x17\xe9\x896\xb4\xad\xbe=+W\xfc\x9d\x91<y\xc8\x9e\xa3HE'
GU,33297,7512.77,F,0,0,1,0,0,Destitute,RedMouse,b'u\x93\xc3\x9606\x0e\xf5#N\xa0$\x1d\xc1fg\xe6\xd0X\xd2\x88\xa3\xd3\xea\x08 \xcc\xad\xe5\xafZ\xfd'
CT,25106,8725.43,M,0,1,0,0,0,Affluent,RedMouse,b'\x98\x03\xcb\xa2\x04Q\xf7S#\x8fi\x0e\xc5\xe3\x97\xc0\xd9Qg>\xc6\x9dy\xfe\xe9\x08EX9\x8d\xb6\x80'
OH,33410,1811.86,F,0,0,1,1,0,Middle,YellowSeal,b'\xd3X\x9c\x1e<\xdd\x1b\xa7\xfd^\x88\xe9\xd1\xc7\r%\x1c\x13:8^F]\x00\xf4\x1c\x14\xe1\x03\xf0\xb2\xd5'
MA,55326,14299.75,F,0,0,0,0,0,Middle,YellowSeal,"b'5U\xe05\xd9\xd1""Ki\'\xd1(\xa5:\xcd\x95\xcc+\xba\x9a\x9d\xd2b\x7f\xd0\x93\x7f\xd3\xa2\xef\xdb\x16'"
OH,70122,305.63,M,0,0,0,0,0,Middle,YellowSeal,b'\xde\x0e|9\x81\xc6\x99/\xaf*\xc0\x829\x15\x89\x90\xb3\xa0\t\xb4\xdfY[\x1fB\x00F\xe9\x94\x84\xfc\xbc'
AK,48751,8014.18,F,0,1,0,1,0,Middle,GreenLemur,b'eK\xe9\xb2b\x17\xd6p(\x9b<\xe7^\xc4=\xd0\xcac\xd1\x0co\xd0]vT\xc4\xa9\xe5!\x1e\x0bA'
DE,52524,5747.83,M,0,0,0,1,0,Affluent,RedMouse,b'V\x83P\x13\xb7\xfc\xf9>\rn\x9bA\xcb\x10\xeb\xb6\xd7\xfb\xe3\xf1C\xdfU1q|\x06\\;g\x101'
AL,62913,8151.91,M,1,1,1,0,0,Working,GreenLemur,b'\xe6\xfa\xb5N\xc5$\x15\xb0\x05\xb8.\x07y\x17\x90Z\xd02\x82$\xfb\xb3;D\x03\x13\x13}\x13\xce\xa1\xa4'
NE,73006,454.86,F,0,0,0,0,0,Working,YellowSeal,b'\x83lIu\x84\x94h\xc41\x91Q\xd5\xab\x9d\x17\xf6\xb3\x05\x917\x11\xadMuJ\ne\x8f7T\xf1+'
MA,2608,11199.48,F,0,0,0,0,0,Working,GreenLemur,"b""\xe3\x89}\\o\xaa,\x00\xb8\xb3\xd0<\xae{%\xbf\xed\xa1\x1b1\x95\x90\x07C6\x117\xf4'b\xc9\xa2"""
OH,30650,5099.77,M,0,0,0,1,0,Working,BlueElephant,b'\xb8\x14A\x95#>\x01\x8d}\xb0\xee\xa4\xc4c\xc2\xda\xfcL\xc3\x9a\xdb\xa6G\x1f[j\xf9 \xbdU\xf4-'
DC,30525,3445.67,M,1,0,1,0,1,Middle,YellowSeal,b'\x05\xe6b\x92\x95w0\xc0\xbb\xd6\xf0^\x8c1x\x97e\xa3hp\xed\x86Q\xbfc\x17\x16\x1b\xde;i\x9a'
AZ,32814,14517.73,F,0,0,0,1,0,Poor,PurpleBear,b'\x9a\x85\xb5\x8b\xd1T\x7f\t\xd7\xd8\xbfuB/\xee\xa0\xe3\xbf\xe1\xfc\x07\x02\xf7\x15S\xda\x11\x9cn\x15\x07\xda'
AS,59497,992.04,M,0,1,1,0,0,Poor,BlueElephant,"b'\x14\x136P_T\xf8\xad|>\x8d\xbaF\xae\x12\xe6z\xba\x89\xa7\xcf\x80,\xfe\xe8\xa7\xee\x9dFw\x9a\x0b'"
CA,27328,9001.59,M,0,0,1,1,0,Middle,RedMouse,b'~\x13\xbf\xf92\x80F\x0b\x96\x94\xcb\xbf\x08`w2\xc6\x05\xaa\x16G\x9dA&\xb5O4P\xfe\x8c\x98\n'
KS,88203,11065.22,F,0,1,0,1,0,Middle,PurpleBear,b'\xad\xf3\xb1\xf0n\xb9NZ\xa5Eu\xffT0\xf8\xccHB\xfa\x9bL\xe9\xd3\xb9thd\xf5\xfcb`H'
CA,21279,6046.08,M,0,0,0,0,0,Destitute,YellowSeal,b'\xa3\x10]\xec\xc1)Mc\x87IR{\xf5\x07\rq5\xeejr\r\r\xe3\x93m\x17\xba\xc5\xddRe8'
ME,48740,13060.17,M,0,0,1,0,0,Affluent,GreenLemur,b'\xa4W\xee5\xd0\xfb\xa1Kr\x84y&k`r\xdd}\x04F\xe4\xb4\xc6\xfd\x92  \xaf>\x9cM\xc4\xde'
WA,90558,13497.91,M,0,0,0,1,0,Middle,RedMouse,b'U\x818\xaav\x06O\xadr\x1f\x80| \xa7\xd8\x85\x8b\x0b\xbd\x8ai\x1c\xd4\xd8$\xc6R&Kh\xad\x87'
MO,72105,309.0,F,0,0,0,0,0,Affluent,PurpleBear,b'\xe0\xadf\xcd\xaa}\xdfr\xce.]\xf1\xc8\xa5\x9a\x88\xa7dAI\x8d\xb4\x11\xedE\n[\xef&\xa7Q\xf6'
DE,76571,4508.17,F,0,1,0,0,0,Destitute,PurpleBear,b'Tp\x82bJ\xdf\x13;\xa0W\x86\x82\xa0;\\\xf9\x8e\xa0\xd6<J`\x9eb\x96\x13\x9f\x947\x92\xf4\xd6'
PA,96666,12825.35,F,0,1,1,0,0,Working,YellowSeal,b'Q]\x19\x80\xa1\x93\xa6c\xe1Tp\xeb(\xae\x92\xe5\xcf}KU\x0e\xf6\x87\xb2]\xedHq\x8dm\xdf\xdb'
MT,1583,12941.24,F,0,1,1,1,0,Working,RedMouse,"b""\x06'\xb9Pd} \x89\xff\xdfz`\xb2\xbc\x07\x03%\xd9Z*\xdd\x17O\xbbj\xbe\x17/\xe0!L\x13"""
MH,88084,10762.77,M,0,1,1,0,0,Poor,YellowSeal,b'\x84\x13\xe8\xfb\xdb\xd6\x82\xce\xa3\xa08\x9c!c\xc2B\xf9^\xd2\n\xa1\x8d\xb6_\x93\xbc`\xce5\x98\x02\x8d'
OK,78727,8053.1,F,0,0,1,0,0,Affluent,YellowSeal,b'\x98\xf3uf\n\xa5p\x98\x81\x13\xe7 \xb1y\x7f\t\xb2\xf2\xb4Q\xbe\xf5:\xc0\x11\xd3\xb5\x9aB\xbc\xf6\x17'
AK,57205,1733.85,M,0,0,1,0,0,Middle,BlueElephant,"b'g\x93\x17mG/\xcd\x7f\xe4\xc1;\x9f""z\x88:@$1J\xc1\xb4\xe5\x9bi\xfa\n\xe8\x1d\x93\xd1F'"
NM,21812,2454.39,M,0,0,1,0,1,Affluent,RedMouse,b'\xb6\x11\x97YD\xfe\xcd\xb0\x83U\x97\\=\x1c\xa4\xd5\t\xdaeb\xb6\xef=\xf65\xc1\x99\xc0t\xb9B\x91'
ME,93339,447.62,M,1,0,0,1,0,Middle,YellowSeal,b'\xc1\xdcQ\xf5A\xe6\xcd\x91cp\x15\xd6\t{\x04y\x13\xd1\xe0k\xb9\x18\x82.QE\xf5z\x0f\x00\x97\xf8'
MD,71958,9126.91,M,0,1,0,0,0,Affluent,GreenLemur,b'G\x14\xd6\nD\xe0\rwD\xee\x19\xac\xa7W\xdc\x04}\x8f\xb7P\\E\xe6\xbb\xdbj\xb4\xe8\xcc0\xf1\\'
NY,46825,864.58,M,0,0,0,0,0,Middle,PurpleBear,"b""2\xc3\xf2W\x94\xc8\xf6\xecnz\xce@'\x02\xff5\xf1KS|\xba;T\x02\xf7%\x84\xae\xfcR\x83\x07"""
AR,61291,8423.6,M,0,0,0,0,0,Middle,BlueElephant,b'\x899F\xc4Y\xf6\xdcp\xd0:\xd4\xb2[v\xb6\xab\xafG\x05r\xc0\xd0E\xb1\x1b\xb9\x14\xda\xb5\xcf\x82Z'
WI,73807,14534.27,F,0,0,0,0,0,Affluent,YellowSeal,b'&\xfa\xce\x11|\xe8\x9d-C!\xea\xe4?\xb0\xa4\xd7\x1e\xeb\xf4\xc2\x07\xce\xe8\x9c2^\xaa\t\x1c\xbf\xd7\x8a'
VT,90711,12760.17,M,0,1,0,1,0,Working,YellowSeal,"b'\xf8\xc9\xe0\xd5""\xe8\x9c:\x8bh\xcf\x1eH\x14D\x9c\xcb\xbb\xf2\xb9^\x88\xfb\xf0=\xb9\x0c\x92\x16D\x8c\x0f'"
MP,20434,3883.28,F,0,1,0,1,0,Middle,RedMouse,b'\xe8\x13\x8d\xa49\xf0\x89n[b\x84\xe2\xec\n\x9e\xe3\xa6z\x921b\xe0\xe3\x8c5\x84\x11_~I\x8a '
AZ,9770,11371.18,F,0,1,0,0,0,Destitute,GreenLemur,b'\xcd\xcd\x8e>\x9fW\xff\x08\x1b#@)\xf9Hc\r\xc2|R\x95_\xf1\xa4\xaa7Z\xa7?\xce7cf'
WI,64833,8852.72,M,0,0,0,1,0,Working,BlueElephant,"b'^U\x99\x08\xb5\xc8\x86-\x86c\x8bN\xa5\x8dE\x05\xaf;[\x1bKC\x0f\x96""\xfd\xad\xc3\xb0K>\xe8'"
NM,84980,13304.27,F,0,0,0,0,0,Affluent,BlueElephant,b'C\xf3\xdb\xbfa|0u\t\xa9H\xe5\xd4k\xcb7\x95\x17\xaf\xae-\xb3q-R\xbc\x00\xc8\x1a\xc6\x14\xc8'
ME,4860,12697.01,F,1,1,0,0,0,Working,YellowSeal,b'\xef\xc5g\x84\x00\xdf\x04\xce\xae\x8aM\x8e\xbf1\xef\xef\x02\x00A0\xaf\xdfU\x8fOn\xc4\xf9\x01*!B'
AR,22172,11903.64,F,0,0,0,1,1,Working,BlueElephant,b'f\xafL\xc4\xab\xd7w4\x1e\xbd2\xc9h\x8f\xe8p\xafg\xa2\xb8\xbf\x18\xbf\xc0.\xfa6\x19\xe91\xf5q'
MI,36011,14601.75,F,0,0,0,1,0,Middle,PurpleBear,b'\x05\x7f$\xed\x8d\x80o>\xa7\xfd\xa5\x83c\xe5\r\x8ck\xbf\x82Zo\xbfv\x91{\xfam%]\x81\xec\xc9'
KS,44892,6217.79,F,0,1,0,0,0,Middle,PurpleBear,b'M\x07\\\x12N\xd8\xf4kT\x89^\x87\xb6\xc4\x04(\\\xe4hP\xd2}\xe9\xd8\xbc%\x19\x82\xedl\x83['
MD,37852,2970.23,F,1,0,0,0,0,Middle,BlueElephant,b'\x1fy\xd5\x9dh\r\xc1Vu\xa1`u\x18\x9e\xc7\xf8\xae`\xc3;\xac\x00 \xba\xcf\xbd\x05\x842I@d'
KY,65210,4390.13,F,0,1,1,0,0,Destitute,BlueElephant,b'\x91\x96\x02\x16\x1d\x99\xb4\x8b4\xc8D\xc21\x9b\xd9i\x8f\xc1\x80\x89\x10\xf4\xeb\xe9\xd8=\xa6)&\xa0\xb9.'
MT,5820,12071.98,F,0,0,0,0,0,Poor,PurpleBear,b'\xdc\xad\xc0s\xae\x05j\x1b\x85\x12@\x8a\x9ao+\xe7\xb5Q\x17p\xb8T1\xd8<\xd4\xf0\x1e\x0fA\x07U'
HI,99626,12616.46,M,0,0,1,1,0,Middle,GreenLemur,b';\x85|{\xc74\xd9kR\xea\xb3\x89\xbf\xf2\xac\xb1\xcc5\xba\xb2\xbc\xdb\x0f\x0c\x10\x9c\x1a_!\x92\xeel'
AK,10266,13935.26,F,0,1,1,0,0,Destitute,GreenLemur,b'B\xafm\xe1sz\x06%L\xb1v|\x8f}\x96\xabo\xcfQ\xf6\x1c\x0c\xd7\x13x\x95!8k\x1a\xbdc'
FM,90582,11379.57,F,0,0,0,0,0,Affluent,RedMouse,b'\x0b\x8eb\xc4\xf3\x19\x13\xc7\x02\x86p\xd4\xa1\xd1Y\xeer\x0e\xdaW\xfd\xd1\xca\xf7\xde\x8cj\xb3\xa2U\nS'
NJ,48215,13234.43,M,0,1,1,0,0,Working,BlueElephant,b'F\xce4\xd3\xdc\xc1\xc7\xc9\x00\xd5Rd\x97\xe3\xb1\xf8\x989\xc6\xe29\x8a\x95\xf2\x95\x9b\xd6\x8f0\xdc^\xd4'
DE,59011,6313.18,F,0,0,1,0,0,Middle,GreenLemur,b'\xc5\x8b\xbb\x01`~\xcb\x05\x00\x0b\x91\xca8\xa5I\x9fK\xbe\xe8\xe2Ar\xf6\x98\x15\xc8\x8e\xdf\xc3=u\xd1'
AZ,31814,12275.78,F,1,1,1,0,0,Affluent,PurpleBear,b'\x13\x88\x8c\xefw\x9a+l2n\x00\xc4~\xf4\xfe\xe7\xfeG\xb1.B\x01\x1d#\x96f|t\x89&\xde\r'
ND,98570,14349.86,M,0,0,0,0,0,Affluent,GreenLemur,b'\xd8\x17F4\xb4\xe2\x1f\xb5>\x1d4\x9b\xf0.\xb0r\x1d~\x0eD@\xbd\xd6|\xcaO4\xdb\x04\x00a\xed'
FM,81939,13131.99,F,0,0,0,1,0,Affluent,RedMouse,"b""$\xe6\x1a\xa2\xd9'\xcc\xb4\x00\x9d=:U\xff\xf2w'\x1b\x11*\xf9\xb6\xf7[\xfc\xda\xd2Nlpc\xcd"""
VI,7535,5984.61,M,0,0,0,0,0,Working,GreenLemur,b'\x97\x1a\x81\\\x89\x01a\x98n\x9e\x083\x1b\x9dc\x88\xc6\x1a\xe7k\xfd3\xeb\xcb\x87\xee\xae\x86f\xea\x02\xfb'
VA,17702,494.76,F,0,1,1,1,0,Affluent,YellowSeal,b'\xfc\xf6\xf5\xb1\x90#|\x14\x19\xce\x02\x84#\xe5\x8e\xc8\xa3Y\xdb^`\xae$\xde_\xb5\xca\rZ9\xb5\x11'
NJ,43098,7664.03,M,1,1,0,1,0,Affluent,PurpleBear,b'\x05u\xa4\xba\x9d\xcd%\xc9\x91M\x97\x05\xb8\x7fE\x8d^\xa99\x96a\xe9\xf8\x92 Zn.\xbb\x8e\xfc\x8a'
PR,90278,1410.11,F,0,0,1,0,0,Middle,YellowSeal,b'\x8d\x83\xda8{6\xe7n\x10F3\xc2`n\xe8\xe4\x8e\xff\x98\xf2\x87D\xe7\xe4Z\xd0sYW\xcb\x92\xa2'
IN,81304,14632.86,M,0,1,0,1,0,Affluent,RedMouse,b'\xeewr\xdc\x05\x1c\x02\x06\xcdv9\xff\x0b\xc5f\xfd\xa1\xe3>pr\x1d0\x0cjVBA\xf2PW<'
TX,89503,10250.8,M,0,1,0,0,1,Poor,PurpleBear,"b'sy\x8dJ\x01\xda6Rz(::\xc7\xed\xd9U\xb5""\t}\x95`\xfa\xd8m\xe5\x16o\x8b,+\x1f'"
IL,56223,13236.31,M,0,0,1,1,0,Affluent,BlueElephant,"b'\xfdX\x99\xbd2v;\tP\xdfh\x8ad\xb4\xb8\\\xb4\xb7JMC{\x12w\xe4\x0e,\x06\xb2Z\x8c\x9d'"
VI,68222,7133.35,F,0,1,0,1,0,Working,YellowSeal,"b'\xef\xabPV\xc4\xdb\xc3\xb5,\x02i\xad\xf30\xdb\x93i\x93D\x07\xdcc|\xde\xfaq\xd9\x9a\xb4\xa6\x0f\xca'"
MT,68039,12751.17,M,0,0,0,0,0,Destitute,PurpleBear,b'+\x87>\x19\xdd\xe2YX1@\xbd\xb5;\xa2O\xad\x83\xe2m\xce%\xe3/\x1d\x9d \x93\xfc\xbb\xacAn'
KY,63166,6683.89,M,0,1,0,0,0,Working,PurpleBear,b'\xee\xe6\x1e7U|Y\x15\x96\x1e\x11\xc8\n\xd0\xe3rA\x10\x95L\xc59\xf3\n\x05\xad\x11H6\xce\x1f-'
AK,58181,3062.12,F,1,1,0,0,0,Affluent,YellowSeal,"b""\xb2\xd9\x94\xd4\x93'S\xf4\xdb\xcb\xcc\xc3&\xd6m\x83\x07\tf|\x05U\xdcL\xba\x89\x92\xa8\xac\xe2)\xba"""
MT,13403,11325.16,M,0,0,1,0,0,Affluent,PurpleBear,"b'\x89""\x92y\xe1o\x88\xe0^1{\xa7\'UX\r""|\x00 &\xd3\xbd\x19\x81\x8e:k\xf3]\xa9\x96'"
AZ,70308,488.3,M,0,0,0,1,0,Poor,PurpleBear,b'\x1c^ \xc8\x1aU\x8a\xb2Y\x98\xc5\xa7\x00\x8f%c.b\x1a\x10_\xe4\x00.<\x9c99=Xz('
MP,91052,3870.99,M,0,1,0,0,0,Affluent,BlueElephant,"b""\xa5\xce\x17\x8f'\xfaD\xc7KW\xe9\xb5\x85\xbe~rB\x19\x83k\x98\xc8\x04D@\xb2rum\xee\xc1\x9a"""
NC,72348,1115.75,M,0,0,0,0,0,Middle,GreenLemur,b'\xb6\xf4\x88\xf0\x94\xb5\xc5V\x86\xe7\x9c\xe3G\xbc\x1e\xaf\xa3\xbd\x1b\xb2\x9e\xe7\xab\x82\xe8>0\xa3\xce\xca\xa4 '
AZ,55322,13192.81,M,0,0,1,0,0,Poor,GreenLemur,b'\x9e\xa2\xa2SU.\xcc\xb43MH\xeew\r\x1dz_\x06\xd9\xac|6jz\x961\x17]\xd2`o\x16'
RI,33354,1444.11,F,0,1,0,0,1,Middle,PurpleBear,b'\xac\xe2\xde\xa7\x8c\x1f\x96\xcc\x87Pw\x07\x8fK*\xfd\xa4\x19o\x0f\x82\x99\xdc\xa2\x12\x1d\\l\xe0<\x89G'
KY,18000,10286.33,F,0,0,0,0,0,Affluent,YellowSeal,b'\xe4\xbb\x96\x1c9\xb4\x1e\xbb\xa0\xbb\xb1\xbe\xf5q\x94R\xbfXM\xed&\xac\xdek\x1d\xfd\x05\x80B:q\x8b'
DC,20700,9118.33,M,0,0,1,0,0,Rich,GreenLemur,b'\xc7\xc4 x\x876\xf2\xb5j<\xbc\x08\xff\x88\xce\x1b\xeeT\xfc\x7f\xd68*\xb7j\xf2\x84\xe1\xd4y\xb4\x06'
IA,44163,970.93,M,0,0,0,0,0,Destitute,BlueElephant,b'\xb4#\xe2U\xe505\xd7\x04dq\x08\x8a\xf0\xd7z\xc6/\x8a\x96B\x15X\t\xf06<8P\xcc\xa9Q'
WV,81843,5586.0,M,0,0,0,0,0,Poor,RedMouse,b'\xfa\xae\x92g\xc9\xa4\xa3P\x9f\t=\x0c\x0b\x94\xae\x07\xf1\x7f\xac\xdf`.yj\x17\xaa\x86\x84\x94\x0e\xadW'
